Hugo_Symbol	reptime	percentage_gene_gc_content	hic	cds_length
PIM1	236	0.47237	50	1381
PIM2	NaN	0.4831	38	1226
PIN1	579	0.47493	-26	1087.54545454545
PIN4	NaN	0.45098	53	1118.71428571429
PINK1	208	0.48113	35	2713
PINX1	574	0.46545	16	868.111111111111
PIP	568	0.40909	-9	585
PIP4K2A	577	0.4171867	25	1148.625
PIP4K2B	207	0.53338	37	1921.5
PIP4K2C	303	0.50751	44	1423.375
PIP5K1A	184	0.467925	32	1307.55555555556
PIP5K1B	543	0.4063775	27	1466.375
PIP5K1C	206	0.574635	32	2565.83333333333
PIP5KL1	201	0.54024	51	831.416666666667
PIPOX	236	0.50773	34	1105
PIR	NaN	0.392595	37	878.666666666667
PIRT	911	0.47472	-49	3810
PISD	268	0.49528	47	1551.22222222222
PITPNA	220	0.5382	31	1237.18181818182
PITPNB	310	0.44881	-54	1341.5
PITPNC1	365	0.4489	3	1883.5
PITPNM1	215	0.57144	53	1400.125
PITPNM2	196	0.5111	44	3256.6
PITPNM3	313	0.494	8	4351
PITRM1	438	0.476635	16	1830.27272727273
PITX1	226	0.42477	27	1059.66666666667
PITX2	758	0.39794	-15	1715.4
PITX3	169	0.47176	44	1289
PIWIL1	621	0.43435	-26	1065.125
PIWIL2	144	0.471975	37	3330
PIWIL3	395	0.43303	-4	3221
PIWIL4	478	0.40209	6	2055.4
PJA1	NaN	0.49058	39	1748.42857142857
PJA2	583	0.406715	15	2662.5
PKD1	224	0.60866	41	2039.85
PKD1L1	377	0.443365	12	2793.75
PKD1L2	327	0.47189	3	3335.66666666667
PKD2	367	0.39635	21	1736.71428571429
PKD2L1	198	0.42021	56	2014.83333333333
PKD2L2	396	0.38567	47	1814.75
PKDCC	164	0.46466	-5	1089.44444444444
PKDREJ	205	0.46772	31	7660
PKHD1	946	0.381355	0	13935.5
PKHD1L1	732	0.35916	6	4508.75
PKIA	984	0.350745	-2	2162.33333333333
PKIB	1035	0.3707025	-16	1174.11111111111
PKIG	171	0.449305	44	1038.44444444444
PKLR	194	0.5351	45	1714
PKMYT1	234	0.56486	49	1182.55
PKN1	204	0.52504	43	1132
PKN2	449	0.3750933	0	2319.875
PKN3	197	0.50245	38	1574.66666666667
PKNOX1	131	0.489935	65	1231.81818181818
PKNOX2	731	0.476795	16	1329.8
PKP1	193	0.50348	23	2927.4
PKP2	381	0.40066	-18	1710
PKP3	344	0.570025	53	865.454545454545
PKP4	532	0.3863	5	1847.9375
PLA1A	595	0.44147	42	1301
PLA2G10	367	0.43883	45	792
PLA2G12A	473	0.40507	25	1853.75
PLA2G12B	291	0.39683	43	1128
PLA2G15	281	0.41444	30	1189.16666666667
PLA2G16	303	0.4488	56	1008.8
PLA2G1B	187	0.50763	56	516.666666666667
PLA2G2A	466	0.43762	25	891.714285714286
PLA2G2C	501	0.47221	27	1356.66666666667
PLA2G2D	501	0.45443	23	2672
PLA2G2E	348	0.43225	22	785
PLA2G2F	501	0.45443	23	3426
PLA2G3	218	0.52675	40	2697
PLA2G4A	592	0.3637933	-18	2025.33333333333
PLA2G4B	259	0.50566	40	2041.85714285714
PLA2G4C	431	0.46839	26	880.72
PLA2G4D	360	0.48339	46	2496
PLA2G4E	267	0.50169	42	3169.5
PLA2G4F	394	0.48666	36	2113.25
PLA2G5	466	0.446025	24	1107.375
PLA2G6	197	0.54123	69	887.178571428571
PLA2G7	551	0.381925	-1	1637
PLA2R1	401	0.3935967	24	4784
PLAA	568	0.38279	-17	1346.57142857143
PLAC1	NaN	0.417495	39	835.5
PLAC4	530	0.4557	-16	711.5
PLAC8	169	0.4103	58	1060.66666666667
PLAC8L1	406	0.42403	-2	629.5
PLAC9	626	0.44675	2	554.5
PLAG1	552	0.40825	19	2700.6
PLAGL1	422	0.398085	8	2863.33333333333
PLAGL2	262	0.47216	51	5705
PLAT	382	0.45556	45	1709.53846153846
PLAU	191	0.51882	43	1428
PLAUR	209	0.51494	6	865.125
PLB1	172	0.472835	32	2172.92857142857
PLBD1	778	0.38445	7	1161.25
PLBD2	251	0.500385	37	1489.25
PLCB1	872	0.37957	-34	3014.44444444444
PLCB2	167	0.489075	36	1751.4
PLCB3	257	0.56543	65	3270.75
PLCB4	715	0.39378	-57	4045.57142857143
PLCD1	457	0.46225	24	1424.66666666667
PLCD3	170	0.51994	30	1171
PLCD4	179	0.43476	45	1768.26666666667
PLCE1	633	0.4106575	2	6731.2
PLCG1	362	0.43756	13	1538.11111111111
PLCG2	451	0.478255	36	1047.0625
PLCH1	765	0.3940925	-9	5080.42857142857
PLCH2	228	0.6346	38	4189.1
PLCL1	907	0.379232	10	4099.2
PLCL2	400	0.3893933	15	2977.6
PLCXD2	322	0.3947767	-3	1035.2
PLCXD3	928	0.3744033	-15	7621
PLCZ1	911	0.36267	-29	1068.77272727273
PLD1	440	0.3940967	23	1823.29411764706
PLD2	208	0.50118	27	1053.86666666667
PLD3	289	0.4996	35	927.36
PLD4	247	0.57079	41	1139.5
PLD5	854	0.410996	-18	2730.625
PLD6	218	0.51305	11	2560
PLEC	247	0.592005	25	9120.86666666667
PLEK	586	0.397075	23	1805.5
PLEK2	291	0.38211	32	741.666666666667
PLEKHA1	174	0.44656	10	3309.22222222222
PLEKHA2	201	0.44276	38	2141.9
PLEKHA3	555	0.39765	37	3927.25
PLEKHA4	211	0.51975	34	1030
PLEKHA5	577	0.38851	-29	2663.47619047619
PLEKHA6	370	0.4963367	33	3269.75
PLEKHA7	446	0.4549433	13	1792.83333333333
PLEKHA8	466	0.412215	26	2721.28571428571
PLEKHB1	311	0.42481	38	959.363636363636
PLEKHB2	331	0.45804	16	1890.91666666667
PLEKHF1	612	0.48109	-63	1172.75
PLEKHF2	347	0.42366	60	2012.5
PLEKHG1	263	0.4238433	27	4081.75
PLEKHG2	230	0.52931	39	1739.27777777778
PLEKHG3	186	0.480555	46	2444.8
PLEKHG4	142	0.52508	56	2332.86666666667
PLEKHG4B	543	0.47661	14	5012.66666666667
PLEKHG5	203	0.57517	44	3905.78571428571
PLEKHG6	198	0.50496	46	1484.44444444444
PLEKHG7	509	0.40887	2	2248.5
PLEKHH1	311	0.48064	46	1942.41176470588
PLEKHH2	421	0.391	29	2557.625
PLEKHH3	177	0.50822	36	2083.2
PLEKHJ1	240	0.58741	27	1168.92307692308
PLEKHM1	327	0.5269	12	1986.18181818182
PLEKHM2	174	0.46047	22	2423
PLEKHM3	370	0.4278433	20	2760
PLEKHN1	239	0.61741	15	1643
PLEKHO1	309	0.42181	41	1366
PLEKHO2	205	0.5145	50	3720
PLG	624	0.41502	-9	1026.91666666667
PLIN1	190	0.47044	35	1881.25
PLIN2	324	0.42392	-7	1102.66666666667
PLIN3	187	0.50963	52	1361.14285714286
PLIN4	278	0.55979	43	6341
PLIN5	278	0.55979	43	1212
PLK1	509	0.460695	35	1213.88888888889
PLK1S1	632	0.418095	-13	1518.84615384615
PLK2	446	0.38295	5	822.571428571429
PLK3	191	0.48357	43	1309.85714285714
PLK4	331	0.38364	9	1857.72727272727
PLLP	125	0.46922	43	877
PLN	1029	0.36994	1	2001
PLOD1	207	0.51149	41	1326.4
PLOD2	471	0.35727	-12	2022.7
PLOD3	258	0.52843	39	850.375
PLP1	NaN	0.45621	26	926.260869565217
PLP2	NaN	0.50844	44	849.5
PLRG1	1034	0.39824	20	1006.35714285714
PLS1	406	0.387485	28	1286.41666666667
PLS3	NaN	0.394875	3	1847
PLSCR1	671	0.37508	-12	938.6
PLSCR2	611	0.3798	-16	907.6
PLSCR4	361	0.36737	-10	1504.72727272727
PLSCR5	768	0.35603	-20	1348.33333333333
PLTP	209	0.50391	59	1799.16666666667
PLVAP	211	0.56066	43	1065.66666666667
PLXDC1	212	0.49292	26	1518.31818181818
PLXDC2	1014	0.372928	-10	5731
PLXNA1	494	0.57068	48	4704.8
PLXNA2	627	0.4601975	10	2809.66666666667
PLXNA3	NaN	0.566705	41	1175.88888888889
PLXNA4	746	0.4677833	9	6552.4
PLXNB1	263	0.42994	32	2165.7619047619
PLXNB3	NaN	0.57384	30	2190.25
PLXNC1	580	0.436675	31	1612.45454545455
PLXND1	210	0.520125	53	1577.55555555556
PM20D1	377	0.44075	35	1438.25
PM20D2	446	0.42549	27	4708
PMAIP1	434	0.43231	48	1338
PMCH	552	0.37419	12	766
PMEPA1	488	0.51254	15	2666.625
PMF1	211	0.510765	36	903.125
PMFBP1	479	0.44818	0	1831.90909090909
PML	344	0.494275	41	2389.72727272727
PMM1	183	0.50349	66	1296.44444444444
PMM2	247	0.47178	-2	1093.4
PMP2	595	0.37405	1	2436
PMP22	345	0.40251	-72	940.875
PMPCA	233	0.58455	44	1830.8
PMPCB	620	0.37622	8	1718.66666666667
PMS1	385	0.37169	20	1835.36842105263
PMVK	224	0.500775	37	1280
PNCK	NaN	0.53024	44	951.878787878788
PNKD	197	0.485875	35	1256.125
PNKP	205	0.53184	37	1017.93333333333
PNLDC1	453	0.43174	26	1178
PNLIP	704	0.39689	-16	999
PNLIPRP1	704	0.39689	-16	1172.41860465116
PNLIPRP2	618	0.427245	-16	1031.4
PNLIPRP3	855	0.37537	-19	2354
PNMA1	191	0.44194	47	2635
PNMA2	452	0.44371	14	1157.75
PNMA3	NaN	0.49013	16	3196.25
PNMA5	NaN	0.50943	35	2694
PNMAL1	393	0.50434	25	2532
PNMAL2	393	0.50434	25	2465.66666666667
PNMT	226	0.55466	38	917
PNN	166	0.41481	13	1158.66666666667
PNO1	594	0.38881	14	1147.66666666667
PNOC	229	0.450105	35	1017.75
PNP	395	0.46254	17	1201.625
PNPLA1	358	0.45749	30	1982.5
PNPLA2	232	0.6055	51	1324.16666666667
PNPLA3	393	0.51561	24	1531.8
PNPLA4	NaN	0.38904	-9	2333.75
PNPLA5	473	0.47144	13	2038.8
PNPLA6	205	0.52556	34	1466.29166666667
PNPLA8	803	0.38516	-6	2102.53846153846
PNPO	203	0.5011	21	1014.3
PNPT1	354	0.398785	17	2289
PNRC1	375	0.42466	29	1408.66666666667
PNRC2	254	0.46423	23	1230.2
POC1A	193	0.54942	52	1885.66666666667
POC1B	460	0.406105	-6	1630.75
POC5	605	0.389995	19	1049.33333333333
PODN	391	0.43783	14	1969.16666666667
PODNL1	231	0.55027	32	1109.07692307692
PODXL	220	0.404155	27	2545.5
PODXL2	336	0.52221	45	2186
POF1B	NaN	0.35866	-3	2956.5
POFUT1	190	0.478365	56	1657.5
POFUT2	334	0.489575	45	1603.25
POGK	773	0.4193	-7	3497.4
POGZ	163	0.459395	37	2523.86956521739
POLA1	NaN	0.4026525	22	2658
POLA2	242	0.48676	49	1614.33333333333
POLB	327	0.45753	41	774.555555555556
POLD1	491	0.53013	28	1594.76923076923
POLD2	282	0.53555	56	815.647058823529
POLD3	245	0.42594	36	1245.8
POLD4	177	0.53151	51	968.538461538462
POLDIP2	214	0.46907	10	2264.66666666667
POLDIP3	189	0.51616	69	1800.625
POLE2	342	0.42935	25	917.454545454545
POLE3	297	0.45786	36	1787.75
POLE4	577	0.46268	26	650
POLG	420	0.42464	24	1200.53846153846
POLG2	184	0.4744976	23	748.5
POLH	194	0.47801	46	2435.25
POLI	436	0.390585	44	1530.375
POLK	500	0.37192	54	2292.84210526316
POLL	421	0.44772	19	1578.05263157895
POLM	282	0.53555	56	1404.11111111111
POLN	332	0.47272	34	1449.92307692308
POLQ	680	0.383615	7	3409
POLR1A	391	0.4572	46	2425.2
POLR1B	166	0.426305	34	1949.94117647059
POLR1C	230	0.48196	56	1099.66666666667
POLR1D	583	0.403885	50	1261.83333333333
POLR1E	234	0.470025	35	1967.33333333333
POLR2A	194	0.526315	29	1396.66666666667
POLR2B	443	0.44295	33	1847
POLR2C	159	0.48357	42	938
POLR2D	248	0.45547	39	1482
POLR2E	206	0.60256	26	931.4
POLR2F	203	0.50982	50	899
POLR2G	248	0.49137	44	872.625
POLR2H	268	0.51458	44	850
POLR2I	326	0.52434	6	662.142857142857
POLR2J	230	0.54239	65	770.5
POLR2J2	208	0.52245	49	1225.75
POLR2K	396	0.38063	25	854
POLR2L	232	0.6055	51	738.5
POLR3A	184	0.47973	31	2555
POLR3B	539	0.4067833	7	2388.25
POLR3D	193	0.50048	43	2030.6
POLR3E	235	0.4875	50	1532.44444444444
POLR3F	436	0.41917	23	1184.16666666667
POLR3G	780	0.370075	16	1354.85714285714
POLR3H	183	0.50349	66	1852
POLR3K	238	0.5619938	36	1149.5
POLRMT	218	0.60957	10	1015.81818181818
POM121	332	0.467605	59	5211
POM121C	337	0.473385	66	2305.125
POM121L12	1116	0.37956	-24	1269
POMC	280	0.47487	37	1127.4
POMGNT1	190	0.43566	29	1752.75
POMP	629	0.41823	37	1379
POMT1	272	0.47718	34	1785.15789473684
POMT2	418	0.52071	37	1212.65217391304
POMZP3	301	0.42905	66	1151.4
PON1	327	0.37386	-2	1173.8
PON2	333	0.39402	-1	898.25
PON3	327	0.38394	-2	1101.4
POP1	368	0.42095	44	2263.5
POP4	612	0.48856	-63	955.142857142857
POP5	311	0.46782	34	708.888888888889
POP7	336	0.53492	46	705
POPDC2	595	0.44147	42	1159.7
POPDC3	650	0.39991	2	995.25
POR	218	0.503035	54	1126.37037037037
PORCN	NaN	0.46673	2	1393.2
POSTN	641	0.35983	-38	2209
POT1	524	0.36022	-16	1189.10526315789
POTEA	755	0.389885	-37	2032.5
POTEB	868	0.4201161	-46	1284
POTED	1066	0.375925	-58	1826
POTEE	NaN	0.43579	11	3715
POTEF	560	0.42753	4	3023
POTEG	835	0.41464	-50	3703.33333333333
POTEH	909	0.43794	-64	1946
POU1F1	470	0.34469	-15	984.25
POU2AF1	567	0.43175	19	899
POU2F1	569	0.4050533	0	4075.05555555556
POU2F2	369	0.52529	32	1684.47368421053
POU2F3	198	0.5132	36	1866.57142857143
POU3F1	374	0.50862	32	2928
POU3F2	927	0.37566	-7	4081
POU3F3	869	0.42765	-17	4961
POU3F4	NaN	0.36005	-23	1507
POU4F1	1004	0.37561	-1	4525
POU4F2	987	0.39019	-10	3144
POU4F3	463	0.41692	20	1182
POU5F1	401	0.50056	19	1041.09302325581
POU5F2	587	0.37227	3	3845
POU6F1	176	0.43072	40	1395.44444444444
POU6F2	897	0.3939	4	1768
PPA1	217	0.46598	39	1152.33333333333
PPA2	603	0.372575	29	857.8
PPAN-P2RY11	272	0.52452	15	2523
PPAP2A	277	0.390525	33	955.166666666667
PPAP2B	563	0.43214	7	1454
PPAP2C	578	0.4273	-13	902.333333333333
PPAPDC1A	849	0.424775	5	1102.71428571429
PPAPDC1B	277	0.41671	42	891.375
PPAPDC2	673	0.41435	12	2959
PPAPDC3	213	0.46579	50	1533.5
PPARA	179	0.521855	24	2887.07692307692
PPARD	267	0.47866	35	2862.57142857143
PPARG	222	0.38789	25	1469.86666666667
PPARGC1A	405	0.38257	2	1397.46666666667
PPARGC1B	285	0.474145	49	3588
PPAT	594	0.404115	16	2004.8
PPBP	408	0.37757	2	715
PPCDC	262	0.49154	43	834.272727272727
PPCS	583	0.42261	27	993.555555555556
PPDPF	298	0.59793	54	586.5
PPEF1	NaN	0.428595	17	1601
PPEF2	429	0.406075	45	1566.33333333333
PPFIA1	530	0.46943	44	1573.04166666667
PPFIA2	1132	0.3454533	-25	2061.96428571429
PPFIA3	267	0.54667	47	1885.30769230769
PPFIA4	453	0.47754	42	2930.71428571429
PPFIBP1	369	0.39728	7	2012.94117647059
PPFIBP2	853	0.447775	12	1120.30769230769
PPHLN1	545	0.39479	14	1227.59090909091
PPIA	164	0.49734	55	1053.66666666667
PPIAL4C	779	0.4158097	29	785
PPIAL4F	582	0.402764	41	635.5
PPIAL4G	375	0.42369	34	699
PPIB	251	0.44747	43	890
PPIC	519	0.39074	12	1261.5
PPID	429	0.39116	14	1068.66666666667
PPIE	388	0.47877	39	1287.93333333333
PPIF	300	0.51574	53	1032.33333333333
PPIG	404	0.39524	38	1727.54545454545
PPIH	461	0.42076	21	666.714285714286
PPIL1	244	0.48406	43	1543
PPIL2	252	0.5276	56	1959.4
PPIL3	201	0.42796	31	752.6
PPIL4	150	0.44994	40	1660.5
PPIL6	559	0.42454	47	1690.625
PPIP5K1	269	0.44602	37	2507.30434782609
PPIP5K2	549	0.3596	16	2222.64516129032
PPL	206	0.49531	19	2957.16666666667
PPM1A	630	0.3877	36	2295.77777777778
PPM1B	420	0.42432	32	1758.41666666667
PPM1D	328	0.422245	15	2157
PPM1E	448	0.4040067	11	2988
PPM1F	379	0.483875	52	1700.2
PPM1G	179	0.47284	39	2261.25
PPM1H	426	0.4152875	0	1757.8
PPM1J	325	0.43785	27	1456.83333333333
PPM1K	304	0.415605	25	1959.27272727273
PPM1L	509	0.3831925	-5	3699.4
PPM1M	181	0.50162	52	1523.2
PPM1N	194	0.5176	44	1044
PPME1	280	0.387475	38	1914.66666666667
PPOX	234	0.48423	37	1014.95
PPP1CA	177	0.53151	51	997.636363636364
PPP1CB	229	0.43377	30	1832.55555555556
PPP1CC	347	0.47036	50	1549.1
PPP1R10	271	0.46069	32	1121.21818181818
PPP1R11	496	0.43376	30	1625.54166666667
PPP1R12A	398	0.3717467	-8	1817.59090909091
PPP1R12B	377	0.4084933	32	3403.33333333333
PPP1R12C	266	0.54516	-1	1824
PPP1R13B	320	0.49025	39	1663.22222222222
PPP1R13L	191	0.52854	31	1493.33333333333
PPP1R14A	301	0.53783	-1	680.6
PPP1R14B	257	0.56543	65	832.666666666667
PPP1R14C	439	0.45843	30	2152
PPP1R14D	172	0.49857	51	748.5
PPP1R15A	211	0.51975	34	2051.5
PPP1R15B	230	0.48425	28	5227
PPP1R16A	291	0.61963	7	1329.63636363636
PPP1R16B	548	0.471875	32	3231
PPP1R1A	392	0.42758	33	1358.75
PPP1R1B	239	0.45975	28	1364.7
PPP1R1C	370	0.36447	6	1035.23076923077
PPP1R2	331	0.42339	42	1404.33333333333
PPP1R3A	914	0.3502	-21	2077.66666666667
PPP1R3B	526	0.42637	23	3941
PPP1R3C	206	0.41181	16	2524
PPP1R3D	856	0.36966	-36	3459
PPP1R3F	NaN	0.51904	25	1943.83333333333
PPP1R7	233	0.5103	35	909.1
PPP1R8	218	0.42699	26	1780
PPP1R9A	534	0.36923	-15	6302.5
PPP1R9B	210	0.54752	26	2952
PPP2CA	147	0.46936	48	1270.16666666667
PPP2CB	346	0.44745	28	772.2
PPP2R1A	896	0.43549	-38	1195.91666666667
PPP2R1B	242	0.408375	25	1550.96
PPP2R2A	353	0.411145	13	989.95652173913
PPP2R2B	509	0.3957867	1	1390.52173913043
PPP2R2C	540	0.531375	50	1934.11111111111
PPP2R2D	470	0.49656	-21	1755.71428571429
PPP2R3A	590	0.3945367	2	2188.33333333333
PPP2R3C	321	0.41183	45	918.55
PPP2R4	206	0.540555	34	1283.92592592593
PPP2R5A	298	0.418005	16	1361.4
PPP2R5B	209	0.541345	57	1077.6
PPP2R5C	346	0.44911	28	1237.81818181818
PPP2R5D	259	0.48914	40	1957.44444444444
PPP2R5E	445	0.40921	20	2509.14285714286
PPP3CA	574	0.36063	5	2270.3
PPP3CB	220	0.40012	40	2138.11111111111
PPP3CC	142	0.439245	41	1299.75
PPP3R1	594	0.38659	23	1519.33333333333
PPP3R2	1008	0.38634	-11	3387
PPP4R1	202	0.408835	51	939.206896551724
PPP4R2	483	0.41762	17	1631.77777777778
PPP4R4	714	0.39965	17	1190.16666666667
PPP5C	357	0.48301	39	1479.2
PPP6C	168	0.42438	46	2833.6
PPRC1	187	0.474135	42	2325.5
PPT1	387	0.43609	23	1052.6
PPT2	392	0.51762	28	1303.33526011561
PPTC7	144	0.43798	38	4198.5
PPWD1	444	0.37799	25	1147.26666666667
PPY	241	0.50835	29	495
PQBP1	NaN	0.4831	38	871.388888888889
PQLC2	448	0.49132	40	1548.33333333333
PQLC3	255	0.447875	25	765.7
PRAF2	NaN	0.50573	41	859.333333333333
PRAM1	214	0.49631	1	1490.4
PRAME	641	0.44166	23	1472.5
PRAMEF1	571	0.43916	18	1743.5
PRAMEF10	792	0.44619	12	1525
PRAMEF12	571	0.43916	18	1786
PRAMEF2	792	0.44619	12	1642
PRAMEF21	NaN	0.4632433	7	1512.5
PRAMEF4	792	0.44619	12	1828
PRAMEF8	792	0.4588991	6	1844
PRAMEF9	NaN	0.4639333	8	1863
PRAP1	472	0.58641	13	742.25
PRB1	673	0.3994	-18	858
PRB2	673	0.3994	-18	644.333333333333
PRB3	673	0.382	-1	905.4
PRB4	673	0.382	-1	765
PRC1	413	0.49718	31	1152.3
PRCC	208	0.5109	53	1197.5
PRCD	197	0.55138	24	1069.46153846154
PRCP	371	0.390585	-6	964.684210526316
PRDM1	278	0.40155	44	2120.85714285714
PRDM10	248	0.435315	1	4191
PRDM11	592	0.48028	14	1691.33333333333
PRDM12	211	0.49436	24	2476
PRDM13	799	0.39087	2	2830.5
PRDM14	727	0.44644	10	1383
PRDM15	366	0.502413	35	3933.82352941176
PRDM16	632	0.566506	16	4529.15384615385
PRDM2	892	0.433455	25	2571.07142857143
PRDM4	805	0.42255	22	1571.83333333333
PRDM5	961	0.3748767	-16	1664.33333333333
PRDM8	903	0.396	-4	1716.1
PRDM9	1069	0.37132	-19	2124.5
PRDX1	176	0.41339	25	799
PRDX2	226	0.54843	32	830.714285714286
PRDX3	149	0.4711	29	1462
PRDX4	NaN	0.41657	35	771.6
PRDX5	257	0.56543	65	650.666666666667
PRDX6	390	0.41337	12	1139.66666666667
PREB	238	0.51674	50	1453.44444444444
PRELID1	227	0.44446	53	804.75
PRELID2	568	0.39166	-3	1039.4
PRELP	314	0.45315	28	5747
PREP	510	0.40951	12	1933
PREPL	522	0.4064	29	3121.25
PREX1	360	0.50123	47	4633.25
PREX2	990	0.375295	1	3673.6
PRF1	573	0.50944	40	2512.5
PRG2	191	0.50843	-3	1297.25
PRG3	191	0.50843	-3	869
PRG4	419	0.39215	-24	3772.71428571429
PRICKLE1	650	0.400165	6	2304.77777777778
PRICKLE2	502	0.4158033	3	3411
PRICKLE3	NaN	0.50844	44	1657.22222222222
PRICKLE4	341	0.5333	47	1753
PRIM1	154	0.45628	47	882.375
PRIM2	847	0.380388	-16	1229.625
PRIMA1	676	0.446585	19	2380.25
PRKAA1	496	0.39109	-11	1373.55555555556
PRKAA2	514	0.38635	-5	9347
PRKAB1	498	0.44707	17	1598.44444444444
PRKAB2	737	0.4078	33	1846.25
PRKACA	321	0.535	36	1472
PRKACB	919	0.36618	-13	2003.75
PRKACG	498	0.42624	36	1571
PRKAG1	212	0.50318	60	1014.33333333333
PRKAG2	437	0.4745625	20	1322.35294117647
PRKAG3	296	0.44907	40	1621.875
PRKAR1A	313	0.42716	-28	1500.61904761905
PRKAR1B	401	0.5617	7	1378.16666666667
PRKAR2A	196	0.49295	44	1988.28571428571
PRKAR2B	644	0.40119	17	1665.33333333333
PRKCA	603	0.4385771	-27	2808.4
PRKCB	610	0.438316	21	1509.9
PRKCD	192	0.48885	46	1303.66666666667
PRKCDBP	625	0.43541	-7	940.25
PRKCE	465	0.4328814	32	1003.86666666667
PRKCG	360	0.49983	-41	1529.42857142857
PRKCH	434	0.426415	11	841.666666666667
PRKCI	270	0.40705	18	1545.57142857143
PRKCQ	561	0.4292667	7	2870.33333333333
PRKCSH	265	0.52758	32	1059.95454545455
PRKCZ	293	0.5707	28	985.037037037037
PRKD1	1041	0.3677775	-39	1303.75
PRKD2	224	0.511585	32	1538.23529411765
PRKD3	231	0.39255	38	2248.2
PRKDC	459	0.42477	27	4556.61538461538
PRKG1	995	0.3655364	-15	3921.8
PRKG2	894	0.375585	-1	2145.42857142857
PRKRA	482	0.391435	29	1068.30769230769
PRKRIP1	202	0.47347	61	1821.17647058824
PRKRIR	366	0.5251	57	2427
PRKX	NaN	0.444705	11	1925.5
PRL	831	0.38161	-2	1354
PRLH	440	0.4982	11	264
PRLHR	617	0.42026	8	1888
PRLR	854	0.4098867	17	2274.83333333333
PRM1	308	0.52095	37	424
PRM2	308	0.52095	37	701.5
PRM3	308	0.52095	37	309
PRMT1	195	0.53285	36	809.4
PRMT10	263	0.405065	20	2257.8
PRMT3	694	0.38015	-1	2048.5
PRMT5	225	0.49495	34	970.392857142857
PRMT6	921	0.368275	-16	2627.5
PRMT7	281	0.49701	46	1236.28571428571
PRMT8	768	0.472395	15	3016
PRND	485	0.44754	26	3980
PRNP	447	0.42644	11	1714.25
PROC	175	0.39518	30	940.5
PROCA1	208	0.4907	40	1142.3
PROCR	168	0.43735	46	1348
PRODH	343	0.49657	5	1979.5
PRODH2	321	0.536215	38	1009.16666666667
PROK1	479	0.41874	31	1338
PROK2	605	0.42336	6	1285.5
PROKR1	596	0.37256	12	1392
PROKR2	489	0.4272	14	1463
PROL1	915	0.36473	25	796.666666666667
PROM1	435	0.427925	37	1771.33333333333
PROM2	558	0.45804	8	2198.75
PROP1	363	0.49306	32	1464
PROS1	1341	0.3722458	-10	1780.4
PROSC	379	0.47393	15	770.777777777778
PROX1	799	0.40869	-22	2828.28571428571
PROX2	232	0.40743	41	2579.66666666667
PROZ	229	0.51114	38	1148
PRPF18	635	0.41347	32	1189
PRPF19	522	0.51158	47	871.285714285714
PRPF3	182	0.449695	34	1517.88888888889
PRPF31	439	0.51542	-53	1256.88888888889
PRPF38A	448	0.44531	26	2419.66666666667
PRPF38B	225	0.4164	9	2481.4
PRPF39	565	0.37976	14	1999.08333333333
PRPF4	312	0.41168	26	2188.66666666667
PRPF40A	716	0.39	16	1318.08333333333
PRPF40B	265	0.49078	53	1360.9375
PRPF4B	353	0.39966	18	2417
PRPF8	198	0.5451	27	1723.5
PRPH	171	0.44681	49	1112.85714285714
PRPH2	194	0.38442	36	2974
PRPS1	NaN	0.45503	57	1212
PRPS1L1	675	0.38317	-1	1082
PRPS2	NaN	0.41807	46	1219.4
PRPSAP1	209	0.50066	24	1138.75
PRPSAP2	224	0.434015	1	955.222222222222
PRR11	507	0.40766	4	1103.625
PRR12	195	0.53682	38	3610
PRR13	191	0.47539	56	805
PRR14	158	0.49297	60	1158.69230769231
PRR15	579	0.40165	-1	1090.5
PRR15L	203	0.5011	21	1519
PRR16	1054	0.3603133	-19	1321.8
PRR18	556	0.44942	18	1642
PRR19	218	0.56397	42	1468.25
PRR20E	NaN	0.39298	-46	1730.5
PRR21	569	0.48731	21	1168.5
PRR22	225	0.53598	26	1516
PRR23B	520	0.45333	11	1896
PRR25	273	0.62517	39	1209
PRR3	271	0.46069	32	1970
PRR4	676	0.36646	5	594.454545454545
PRR5	447	0.53395	36	1354.53333333333
PRR5-ARHGAP8	487	0.52607	28	1729.25
PRR5L	169	0.435595	-1	1135.33333333333
PRR7	261	0.53028	59	1274.75
PRRC1	763	0.38091	12	2528.66666666667
PRRG1	NaN	0.3867	3	2485.11111111111
PRRG2	210	0.54079	41	1080.6
PRRG3	NaN	0.39469	4	1729.6
PRRG4	375	0.38268	10	5530
PRRT1	392	0.51762	28	1110.84615384615
PRRT3	170	0.49323	54	2868
PRRX1	921	0.389285	-7	1534
PRRX2	198	0.55167	42	1233
PRSS1	636	0.38835	11	917.166666666667
PRSS12	917	0.36419	1	1688.75
PRSS16	645	0.43507	24	1122.45
PRSS21	210	0.55078	42	808.090909090909
PRSS22	210	0.52296	47	835.25
PRSS23	198	0.42189	-7	1817.9
PRSS27	200	0.52738	47	1887.2
PRSS3	220	0.39993	33	668
PRSS33	210	0.55078	42	1473
PRSS35	557	0.39624	-30	2522
PRSS36	351	0.54006	35	1524
PRSS37	856	0.398	-13	1180.75
PRSS38	406	0.46396	5	1267
PRSS42	495	0.43485	38	1081
PRSS45	495	0.49884	41	1907.5
PRSS48	298	0.406945	16	774.5
PRSS50	495	0.49884	41	2123.5
PRSS53	227	0.54005	37	3150.66666666667
PRSS54	385	0.4301	13	1268.16666666667
